subject	block	trial	texture	category	image	trialOnset	itiOnset	trialEnd	iti	EEGtrigger	responseKey	responseTime	accuracy
112	1	1	14	bathroom	sun_abapwbhyhkfixyex.tif	1190924.875110	1190925.142046	1190925.815227	6.920816e-01	4	none	NaN	NaN
112	1	2	11	bathroom	labelme_sfxiulhjbhlyiyt.tif	1190926.585135	1190926.843731	1190927.525306	7.170966e-01	1	none	NaN	NaN
112	1	3	16	bathroom	sun_acduarbnmmoglmiv.tif	1190928.295161	1190928.553753	1190929.235201	7.838032e-01	6	37	1190937.641779	1
112	1	4	21	bathroom	sun_aggnnqpdorgxpvce.tif	1190938.421864	1190938.680453	1190939.361966	8.254949e-01	11	none	NaN	NaN
112	1	5	23	bathroom	sun_aghyqhbptboemmoq.tif	1190940.140236	1190940.398824	1190941.080401	8.505099e-01	13	39	1190943.673603	1
112	1	6	38	bathroom	sun_anhioqovhscjqqwb.tif	1190944.452839	1190944.711433	1190945.392930	7.421115e-01	28	none	NaN	NaN
112	1	7	24	bathroom	sun_agrwbmhcpmfuwmsg.tif	1190946.162868	1190946.421457	1190947.102909	8.088182e-01	14	none	NaN	NaN
112	1	8	15	bathroom	sun_abjtwfukuwddzted.tif	1190947.864558	1190948.123142	1190948.804741	6.503899e-01	5	none	NaN	NaN
112	1	9	44	bathroom	sun_apkruvsevgegsdwp.tif	1190949.566240	1190949.824825	1190950.506370	7.587882e-01	34	37	1190952.153760	0
112	1	10	48	bathroom	sun_aqrpegblszgcoujh.tif	1190952.927901	1190953.186493	1190953.867973	6.754049e-01	38	none	NaN	NaN
